,Cerrar,Var neta,Núm de ticks,Volumen,rango,MVA5
11:30 - 12:30,343.58,-0.75,1903.0,258153,1.990000000000009,343.87799999999976
14:30 - 15:30,341.96,-1.23,3460.0,712068,1.7699999999999818,342.9019999999997
08:30 - 09:30,334.77,-7.19,8056.0,1339647,8.810000000000002,340.9899999999998
09:30 - 10:30,334.53,-0.24,4539.0,715040,2.269999999999982,339.1799999999998
10:30 - 11:30,331.65,-2.88,3960.0,593436,3.7299999999999613,337.21999999999974
11:30 - 12:30,331.74,0.09,6197.0,1095805,3.5100000000000477,334.9299999999997
14:30 - 15:30,333.62,0.34,3829.0,579107,1.3700000000000045,332.21799999999973
08:30 - 09:30,326.49,-7.13,20792.0,3068470,16.319999999999993,331.1859999999997
09:30 - 10:30,322.0,-4.49,11446.0,1711768,7.930000000000007,329.2379999999997
10:30 - 11:30,319.45,-2.55,10436.0,1536924,7.810000000000002,326.96799999999973
11:30 - 12:30,317.45,-2.0,6347.0,908875,5.100000000000023,323.80199999999974
14:30 - 15:30,322.78,-2.5,8216.0,1225187,3.490000000000009,321.2079999999997
08:30 - 09:30,320.79,-1.99,10474.0,1617464,8.180000000000007,321.47599999999966
09:30 - 10:30,319.31,-1.48,6153.0,851990,5.890000000000043,321.8479999999996
10:30 - 11:30,315.77,-3.54,5616.0,813607,6.3700000000000045,320.78599999999966
11:30 - 12:30,316.91,1.14,4127.0,542917,2.819999999999993,319.1119999999997
14:30 - 15:30,317.76,-3.2,4654.0,713347,3.6200000000000045,317.16999999999973
08:30 - 09:30,321.44,3.68,11766.0,1863005,7.149999999999977,318.30399999999975
09:30 - 10:30,326.96,5.52,6746.0,1072987,6.560000000000002,320.31399999999974
10:30 - 11:30,327.57,0.61,3424.0,456729,3.180000000000007,322.9379999999997
11:30 - 12:30,326.19,-1.38,2715.0,336999,1.919999999999959,323.9839999999997
14:30 - 15:30,327.07,-0.2,4754.0,735932,1.2099999999999795,326.86799999999965
08:30 - 09:30,325.88,-1.19,9289.0,1481869,5.990000000000009,326.5299999999997
09:30 - 10:30,324.15,-1.73,2668.0,372979,3.359999999999957,326.1219999999997
10:30 - 11:30,327.17,3.02,1860.0,250944,3.259999999999991,326.30799999999965
11:30 - 12:30,326.59,-0.58,2652.0,393994,2.269999999999982,326.1719999999997
14:30 - 15:30,331.8,0.87,3931.0,599758,1.3600000000000136,329.24599999999975
08:30 - 09:30,325.88,-5.92,6928.0,1060643,6.769999999999982,328.9879999999997
09:30 - 10:30,320.41,-5.47,4451.0,638111,5.769999999999982,327.7519999999998
10:30 - 11:30,320.35,-0.06,4892.0,664038,2.740000000000009,325.87399999999974
11:30 - 12:30,319.31,-1.04,3522.0,478213,2.740000000000009,323.5499999999997
14:30 - 15:30,317.01,-0.83,5467.0,919081,2.240000000000009,318.89399999999966
08:30 - 09:30,312.36,-4.65,11447.0,1888589,6.810000000000002,317.2959999999997
09:30 - 10:30,314.86,2.5,6674.0,1076084,5.149999999999977,316.4059999999998
10:30 - 11:30,310.93,-3.93,3709.0,535958,4.519999999999982,314.5999999999998
11:30 - 12:30,310.7,-0.23,2798.0,404628,2.1000000000000227,313.1719999999998
14:30 - 15:30,311.73,-0.11,5280.0,833650,1.6399999999999864,311.5019999999998
08:30 - 09:30,313.17,1.44,5988.0,891349,5.769999999999982,311.94999999999976
09:30 - 10:30,318.14,4.97,5004.0,689182,7.5,313.43799999999976
10:30 - 11:30,316.1,-2.04,1616.0,215991,3.8500000000000227,314.1959999999998
11:30 - 12:30,312.88,-3.22,1709.0,244726,3.599999999999966,314.4039999999999
14:30 - 15:30,315.91,2.77,3475.0,589491,2.7299999999999613,314.06399999999985
08:30 - 09:30,311.63,-4.28,4771.0,701863,7.069999999999993,313.1699999999999
09:30 - 10:30,310.0,-1.63,6255.0,932063,4.939999999999998,312.5939999999999
10:30 - 11:30,308.2,-1.8,4348.0,636594,5.5,311.7759999999999
11:30 - 12:30,309.73,1.53,2936.0,408730,3.009999999999991,311.0939999999999
14:30 - 15:30,316.08,-0.05,3486.0,564771,2.4599999999999795,312.4119999999998
08:30 - 09:30,317.66,1.58,5902.0,958266,6.110000000000014,314.3039999999998
09:30 - 10:30,317.8,0.14,2711.0,394361,3.490000000000009,315.9179999999998
10:30 - 11:30,320.0,2.2,2726.0,415906,4.0400000000000205,317.53399999999976
11:30 - 12:30,317.75,-2.25,1755.0,256436,4.520000000000039,317.85799999999983
14:30 - 15:30,323.68,2.4,5306.0,852318,2.8500000000000227,320.2959999999998
08:30 - 09:30,327.49,3.81,7787.0,1374195,7.819999999999993,321.7939999999998
09:30 - 10:30,326.45,-1.04,3608.0,517341,4.100000000000023,323.5339999999998
10:30 - 11:30,326.38,-0.07,1980.0,265424,2.319999999999993,325.05599999999987
11:30 - 12:30,326.56,0.18,1748.0,230641,2.5600000000000023,326.11199999999985
14:30 - 15:30,324.91,-0.87,2880.0,497151,1.2800000000000296,325.70799999999986
08:30 - 09:30,326.25,1.34,4331.0,588869,5.060000000000002,325.6819999999999
09:30 - 10:30,325.84,-0.41,1905.0,249717,2.680000000000007,325.5379999999999
10:30 - 11:30,328.09,2.25,2164.0,293686,3.670000000000016,326.17399999999986
11:30 - 12:30,330.19,2.1,2168.0,305576,2.6299999999999955,327.05599999999987
14:30 - 15:30,330.9,1.39,2976.0,498119,1.8000000000000114,329.80399999999986
08:30 - 09:30,333.13,2.23,5265.0,781056,6.3799999999999955,330.81199999999984
09:30 - 10:30,333.48,0.35,2271.0,284257,1.2699999999999818,331.46999999999986
10:30 - 11:30,333.28,-0.2,2536.0,328866,1.1100000000000136,332.05999999999983
11:30 - 12:30,331.81,-1.47,2264.0,307331,2.0,332.51999999999987
14:30 - 15:30,329.32,-0.49,3262.0,489006,1.8600000000000136,330.88199999999983
08:30 - 09:30,327.24,-2.08,4134.0,644622,7.089999999999975,329.67399999999986
09:30 - 10:30,325.65,-1.59,2649.0,374481,3.7799999999999727,328.44199999999984
10:30 - 11:30,324.02,-1.63,2451.0,351878,3.7099999999999795,327.2079999999998
11:30 - 12:30,325.2,1.18,2082.0,285875,1.6499999999999773,326.28599999999983
14:30 - 15:30,324.58,0.15,3024.0,490839,0.9900000000000091,324.41799999999984
08:30 - 09:30,328.5,3.92,9784.0,1400107,7.550000000000011,325.31399999999985
09:30 - 10:30,334.64,6.14,6556.0,1008804,6.730000000000018,327.2019999999998
10:30 - 11:30,333.05,-1.59,3586.0,517739,2.680000000000007,329.0399999999998
11:30 - 12:30,335.59,2.54,2941.0,401789,3.480000000000018,331.27199999999976
14:30 - 15:30,337.15,1.31,6618.0,956934,2.109999999999957,335.42599999999976
08:30 - 09:30,306.57,-30.58,31531.0,4944774,10.04000000000002,330.12999999999977
09:30 - 10:30,307.79,1.22,14805.0,2230600,4.670000000000016,324.56999999999977
10:30 - 11:30,307.09,-0.7,9369.0,1339289,3.5200000000000387,318.88799999999975
11:30 - 12:30,306.78,-0.31,5293.0,713055,1.339999999999975,313.07599999999974
14:30 - 15:30,303.6,-0.4,8692.0,1359516,1.9300000000000068,305.38999999999976
08:30 - 09:30,295.46,-8.14,32950.0,5300128,16.389999999999986,303.0639999999998
09:30 - 10:30,291.6,-3.86,9420.0,1526145,6.0,300.02799999999985
10:30 - 11:30,291.39,-0.21,8527.0,1381033,4.75,297.20999999999987
11:30 - 12:30,289.24,-2.15,7568.0,1191135,3.5299999999999727,294.25799999999987
14:30 - 15:30,296.58,0.0,5659.0,974843,1.5600000000000023,293.67199999999985
08:30 - 09:30,291.1,-5.48,11011.0,1862524,8.210000000000036,293.61399999999986
09:30 - 10:30,297.63,6.53,5549.0,906614,7.3700000000000045,295.29199999999986
10:30 - 11:30,300.92,3.29,4612.0,742533,4.220000000000027,296.5619999999999
11:30 - 12:30,300.5,-0.42,3259.0,440973,2.269999999999982,297.3459999999999
14:30 - 15:30,300.38,0.3,4296.0,727916,1.6000000000000227,300.2499999999999
08:30 - 09:30,302.84,2.46,6083.0,1018868,4.899999999999977,300.6339999999999
09:30 - 10:30,301.67,-1.17,2654.0,393517,2.230000000000018,300.8679999999999
10:30 - 11:30,300.81,-0.86,1717.0,227078,1.490000000000009,301.15599999999984
11:30 - 12:30,302.08,1.27,1247.0,174361,1.910000000000025,301.55599999999987
14:30 - 15:30,304.13,0.64,3046.0,573543,1.6100000000000136,302.5619999999999
08:30 - 09:30,307.54,3.41,7437.0,1184880,5.100000000000023,303.9079999999999
09:30 - 10:30,308.3,0.76,2793.0,388640,1.8500000000000227,305.15199999999993
10:30 - 11:30,308.79,0.49,2594.0,350229,1.990000000000009,306.44999999999993
11:30 - 12:30,309.3,0.51,2561.0,385389,2.3000000000000114,307.6119999999999
14:30 - 15:30,307.89,-0.07,3192.0,468939,1.509999999999991,308.40799999999984
08:30 - 09:30,305.88,-2.01,7599.0,1279051,8.29000000000002,307.82599999999985
09:30 - 10:30,305.96,0.08,3048.0,517195,2.680000000000007,307.15799999999984
10:30 - 11:30,306.65,0.69,2017.0,352301,2.009999999999991,306.8679999999998
11:30 - 12:30,306.41,-0.24,1231.0,207091,1.490000000000009,306.5579999999999
14:30 - 15:30,308.01,0.26,2941.0,472733,0.8500000000000227,307.2839999999999
08:30 - 09:30,307.39,-0.62,4387.0,666377,4.430000000000007,307.4319999999999
09:30 - 10:30,308.25,0.86,1915.0,247445,2.0300000000000296,307.79999999999984
10:30 - 11:30,308.89,0.64,1053.0,148002,1.3799999999999955,308.0579999999999
11:30 - 12:30,308.08,-0.81,1252.0,183796,1.3900000000000432,308.1239999999999
14:30 - 15:30,310.05,0.38,2042.0,383841,1.4700000000000273,309.0899999999999
08:30 - 09:30,304.95,-5.1,5787.0,956483,6.110000000000014,308.30199999999996
09:30 - 10:30,303.9,-1.05,2816.0,434255,1.9800000000000182,307.466
10:30 - 11:30,303.4,-0.5,1971.0,309033,1.660000000000025,306.394
11:30 - 12:30,301.59,-1.81,2919.0,404381,2.4599999999999795,304.77799999999996
14:30 - 15:30,297.29,-1.72,4870.0,736691,2.069999999999993,300.20799999999997
08:30 - 09:30,289.23,-8.06,12373.0,2031987,9.71999999999997,297.37399999999997
09:30 - 10:30,289.64,0.41,4861.0,697283,3.609999999999957,294.984
10:30 - 11:30,290.37,0.73,4332.0,583833,2.7899999999999636,293.108
11:30 - 12:30,289.61,-0.76,3647.0,654782,2.170000000000016,291.228
14:30 - 15:30,292.71,1.89,4636.0,807554,2.509999999999991,290.776
08:30 - 09:30,295.23,2.52,6243.0,982118,6.7099999999999795,291.74800000000005
09:30 - 10:30,294.41,-0.82,3483.0,474440,3.159999999999968,292.7080000000001
10:30 - 11:30,293.8,-0.61,1519.0,213550,1.5199999999999818,293.39400000000006
11:30 - 12:30,291.35,-2.45,2339.0,317523,3.6000000000000227,293.50000000000006
14:30 - 15:30,288.32,-0.34,2642.0,388363,1.5400000000000205,290.36800000000005
08:30 - 09:30,287.55,-0.77,8023.0,1261466,6.4599999999999795,289.11800000000005
09:30 - 10:30,287.34,-0.21,3597.0,495279,3.680000000000007,288.316
10:30 - 11:30,289.07,1.73,1777.0,241813,2.839999999999975,288.188
11:30 - 12:30,290.47,1.4,2026.0,278088,2.6000000000000227,288.54999999999995
14:30 - 15:30,292.27,0.77,3817.0,554564,2.5600000000000023,290.56399999999996
08:30 - 09:30,299.53,7.26,6347.0,949233,5.3799999999999955,292.656
09:30 - 10:30,299.96,0.43,3129.0,446181,2.0299999999999727,294.554
10:30 - 11:30,300.18,0.22,1874.0,246991,1.2299999999999613,296.688
11:30 - 12:30,299.52,-0.66,1548.0,204068,1.25,298.29200000000003
14:30 - 15:30,302.86,0.61,4365.0,704581,1.5499999999999545,301.11400000000003
08:30 - 09:30,304.04,1.18,4560.0,698407,4.110000000000014,301.886
09:30 - 10:30,304.84,0.8,3407.0,510562,1.25,302.95
10:30 - 11:30,304.11,-0.73,2689.0,376725,1.5,303.62
11:30 - 12:30,304.12,0.01,1276.0,179657,0.7100000000000364,303.994
14:30 - 15:30,304.64,0.31,3592.0,618016,1.0699999999999932,304.244
08:30 - 09:30,301.1,-3.54,5716.0,890432,4.509999999999991,303.642
09:30 - 10:30,299.13,-1.97,3215.0,454710,2.019999999999982,302.64400000000006
10:30 - 11:30,300.79,1.66,2007.0,283975,2.3000000000000114,301.99800000000005
11:30 - 12:30,300.6,-0.19,1095.0,147886,1.4399999999999977,301.25200000000007
14:30 - 15:30,297.62,-0.16,3094.0,480619,1.25,299.32399999999996
08:30 - 09:30,292.98,-4.64,7928.0,1192314,7.189999999999998,297.762
09:30 - 10:30,292.39,-0.59,3372.0,494613,2.4699999999999704,296.12
10:30 - 11:30,290.84,-1.55,3468.0,461551,2.930000000000007,294.322
11:30 - 12:30,293.06,2.22,2030.0,292690,3.0499999999999545,293.378
14:30 - 15:30,295.19,0.41,2617.0,419922,1.3899999999999864,293.6259999999999
08:30 - 09:30,293.42,-1.77,5700.0,1025134,3.1499999999999773,294.14199999999994
09:30 - 10:30,295.23,1.81,2506.0,357764,2.4600000000000364,294.57599999999996
10:30 - 11:30,297.08,1.85,2341.0,329111,2.660000000000025,295.14
11:30 - 12:30,296.13,-0.95,1679.0,225387,2.319999999999993,295.40999999999997
14:30 - 15:30,297.7,-0.35,3185.0,559413,1.2699999999999818,297.012
08:30 - 09:30,297.11,-0.59,3151.0,506207,3.8999999999999773,297.01800000000003
09:30 - 10:30,298.47,1.36,1625.0,243363,3.1399999999999864,297.48600000000005
10:30 - 11:30,298.01,-0.46,1004.0,141750,1.079999999999984,297.86800000000005
11:30 - 12:30,296.42,-1.59,1076.0,180059,2.009999999999991,297.54200000000003
14:30 - 15:30,296.76,0.79,2506.0,438027,1.75,296.608
08:30 - 09:30,302.17,5.41,6321.0,1103837,5.930000000000007,297.44
09:30 - 10:30,302.06,-0.11,4224.0,603763,2.8700000000000045,298.568
10:30 - 11:30,301.67,-0.39,2540.0,351407,2.8600000000000136,299.726
11:30 - 12:30,301.2,-0.47,2186.0,311264,2.42999999999995,300.77200000000005
14:30 - 15:30,301.2,0.71,2803.0,443372,1.3500000000000227,300.87
08:30 - 09:30,304.93,3.73,5066.0,849713,3.8799999999999955,301.52200000000005
09:30 - 10:30,303.78,-1.15,3268.0,503583,2.359999999999957,302.038
10:30 - 11:30,304.6,0.82,1828.0,261328,1.7900000000000205,303.0
11:30 - 12:30,304.86,0.26,932.0,127415,0.8500000000000227,303.874
14:30 - 15:30,305.01,-0.3,2790.0,480833,1.079999999999984,304.942
08:30 - 09:30,305.6,0.59,3320.0,551598,2.930000000000007,305.142
09:30 - 10:30,307.85,2.25,2732.0,434430,3.5300000000000296,305.73999999999995
10:30 - 11:30,306.59,-1.26,1276.0,208568,2.7700000000000387,306.07199999999995
11:30 - 12:30,306.87,0.28,850.0,119309,1.670000000000016,306.3839999999999
14:30 - 15:30,304.92,-1.22,2329.0,358982,1.7000000000000455,306.35
08:30 - 09:30,307.52,2.6,3523.0,619310,4.2000000000000455,306.536
09:30 - 10:30,308.32,0.8,1354.0,207743,1.4599999999999795,306.826
10:30 - 11:30,308.82,0.5,1535.0,220322,0.8199999999999932,307.144
11:30 - 12:30,308.81,-0.01,1201.0,178992,0.6299999999999955,307.678
14:30 - 15:30,312.24,0.43,3259.0,526128,0.7600000000000477,310.318
08:30 - 09:30,312.0,-0.24,5807.0,1052415,4.600000000000023,310.954
09:30 - 10:30,308.96,-3.04,3451.0,1359954,3.4700000000000273,310.98400000000004
10:30 - 11:30,307.89,-1.07,2514.0,431601,1.9700000000000273,310.58
11:30 - 12:30,308.61,0.72,1570.0,241629,1.3199999999999932,309.93999999999994
14:30 - 15:30,310.83,1.44,2530.0,559422,1.4699999999999704,309.0039999999999
08:30 - 09:30,312.62,1.79,4573.0,716369,5.550000000000011,309.94999999999993
09:30 - 10:30,312.22,-0.4,2132.0,316133,1.829999999999984,310.6719999999999
10:30 - 11:30,312.43,0.21,1540.0,236807,1.759999999999991,311.49799999999993
11:30 - 12:30,312.72,0.29,849.0,107009,1.150000000000034,312.16399999999993
14:30 - 15:30,310.16,-1.07,2068.0,436592,1.6100000000000136,311.578
08:30 - 09:30,312.81,2.65,3117.0,542999,3.3600000000000136,311.65399999999994
09:30 - 10:30,314.5,1.69,2383.0,375906,2.410000000000025,312.00999999999993
10:30 - 11:30,312.9,-1.6,1247.0,193558,2.340000000000032,312.32
11:30 - 12:30,313.62,0.72,720.0,95835,1.1899999999999977,312.79799999999994
14:30 - 15:30,313.78,0.24,2360.0,396103,1.8600000000000136,313.4
08:30 - 09:30,310.75,-3.03,2838.0,519687,4.479999999999961,312.96999999999997
09:30 - 10:30,308.76,-1.99,2930.0,424280,2.670000000000016,311.99799999999993
10:30 - 11:30,309.86,1.1,1703.0,255736,2.329999999999984,311.33799999999997
11:30 - 12:30,308.09,-1.77,2059.0,312839,2.3000000000000114,310.24799999999993
14:30 - 15:30,312.55,2.28,4794.0,1318328,2.4899999999999523,310.08
08:30 - 09:30,308.7,-3.85,3017.0,458294,4.490000000000009,309.84799999999996
09:30 - 10:30,309.4,0.7,2024.0,275312,2.5500000000000114,310.11
10:30 - 11:30,308.55,-0.85,1271.0,151720,2.1499999999999773,309.89399999999995
11:30 - 12:30,308.16,-0.39,974.0,133305,1.1599999999999682,309.472
14:30 - 15:30,308.84,0.89,2477.0,393555,1.1299999999999955,308.2099999999999
08:30 - 09:30,306.43,-2.41,4530.0,702921,2.7700000000000387,307.78599999999994
09:30 - 10:30,305.75,-0.68,2074.0,302996,1.6899999999999977,307.304
10:30 - 11:30,306.68,0.93,1857.0,332320,1.660000000000025,307.13
11:30 - 12:30,306.99,0.31,703.0,90906,1.009999999999991,306.938
14:30 - 15:30,307.19,0.6,1693.0,274033,0.910000000000025,306.8159999999999
08:30 - 09:30,308.08,0.89,3825.0,649779,4.720000000000027,307.0959999999999
09:30 - 10:30,307.68,-0.4,1450.0,246532,1.75,307.2339999999999
10:30 - 11:30,308.33,0.65,848.0,116261,1.5,307.5739999999999
11:30 - 12:30,308.54,0.21,746.0,108028,1.0300000000000296,307.9639999999999
14:30 - 15:30,306.78,-0.01,1552.0,275189,0.5,307.79199999999986
08:30 - 09:30,313.31,6.53,6978.0,1139246,7.020000000000039,308.7879999999999
09:30 - 10:30,317.03,3.72,6524.0,1064572,4.910000000000025,310.4859999999999
10:30 - 11:30,321.18,4.15,4966.0,744595,4.439999999999998,313.0179999999999
11:30 - 12:30,325.97,4.79,7715.0,1254335,6.939999999999998,316.8539999999999
14:30 - 15:30,323.57,0.06,4304.0,752547,1.1800000000000068,324.2159999999999
08:30 - 09:30,327.73,4.16,11851.0,1947817,5.730000000000018,325.5259999999999
09:30 - 10:30,329.58,1.85,4124.0,662894,3.8799999999999955,326.2479999999999
10:30 - 11:30,328.33,-1.25,2047.0,295083,1.259999999999991,326.54399999999987
11:30 - 12:30,329.7,1.37,2063.0,286535,2.1499999999999773,327.78199999999987
14:30 - 15:30,329.67,0.49,3012.0,522428,1.0500000000000114,329.3739999999999
08:30 - 09:30,327.37,-2.3,6129.0,1050057,5.6299999999999955,329.18199999999996
09:30 - 10:30,328.16,0.79,3318.0,507627,2.830000000000041,328.87399999999997
10:30 - 11:30,328.85,0.69,1825.0,288022,2.579999999999984,328.64599999999996
11:30 - 12:30,327.45,-1.4,1071.0,152054,1.839999999999975,328.29999999999995
14:30 - 15:30,327.5,-0.22,1576.0,251930,0.8499999999999659,327.52399999999994
08:30 - 09:30,333.89,6.39,6110.0,1021719,6.399999999999977,328.532
09:30 - 10:30,334.7,0.81,3274.0,519559,2.1299999999999955,329.98199999999997
10:30 - 11:30,334.07,-0.63,2521.0,368872,1.490000000000009,331.5759999999999
11:30 - 12:30,333.9,-0.17,2143.0,327536,3.160000000000025,332.81199999999995
14:30 - 15:30,332.41,0.19,1607.0,300853,0.8299999999999841,333.09799999999996
08:30 - 09:30,338.57,6.16,9234.0,1500448,5.160000000000025,333.99799999999993
09:30 - 10:30,338.84,0.27,2720.0,441220,2.009999999999991,334.986
10:30 - 11:30,336.85,-1.99,2003.0,283086,2.2799999999999727,335.77799999999996
11:30 - 12:30,337.25,0.4,1312.0,203553,1.0399999999999636,336.784
14:30 - 15:30,335.2,0.05,2841.0,468235,0.839999999999975,335.93399999999997
08:30 - 09:30,329.19,-6.01,6731.0,1095779,6.550000000000011,334.40199999999993
09:30 - 10:30,329.96,0.77,2910.0,430082,2.509999999999991,332.94399999999996
10:30 - 11:30,329.19,-0.77,1828.0,255260,1.589999999999975,331.73799999999994
11:30 - 12:30,327.58,-1.61,2424.0,360299,2.659999999999968,330.224
14:30 - 15:30,325.91,-0.06,3309.0,595934,1.42999999999995,327.13399999999996
08:30 - 09:30,327.1,1.19,4375.0,730242,5.770000000000039,326.716
09:30 - 10:30,327.53,0.43,2197.0,338097,1.1800000000000068,326.706
10:30 - 11:30,327.61,0.08,1808.0,292030,2.2700000000000387,326.82399999999996
11:30 - 12:30,326.09,-1.52,931.0,153729,1.650000000000034,326.84799999999996
14:30 - 15:30,326.27,1.24,2315.0,453975,1.900000000000034,326.36999999999995
08:30 - 09:30,325.4,-0.87,3851.0,613329,3.920000000000016,325.9279999999999
09:30 - 10:30,324.13,-1.27,2095.0,316637,2.339999999999975,325.53599999999994
10:30 - 11:30,323.88,-0.25,1397.0,186666,0.7900000000000205,324.9419999999999
11:30 - 12:30,325.77,1.89,1172.0,183104,2.339999999999975,325.0899999999999
14:30 - 15:30,327.62,0.75,2033.0,362370,1.3100000000000023,326.17199999999985
08:30 - 09:30,326.4,-1.22,5293.0,783208,5.319999999999993,326.6759999999998
09:30 - 10:30,326.21,-0.19,1860.0,314301,2.169999999999959,326.76399999999984
10:30 - 11:30,326.77,0.56,1263.0,223685,1.5199999999999818,326.77399999999983
11:30 - 12:30,326.3,-0.47,918.0,151481,0.9800000000000182,326.65999999999985
14:30 - 15:30,325.62,-0.9,2823.0,467405,1.1599999999999682,326.3659999999998
08:30 - 09:30,329.98,4.36,5655.0,1004168,4.819999999999993,327.0079999999998
09:30 - 10:30,326.92,-3.06,2622.0,496376,4.080000000000041,327.13199999999983
10:30 - 11:30,327.15,0.23,1016.0,174870,1.0400000000000205,327.23799999999983
11:30 - 12:30,326.48,-0.67,1331.0,242633,1.9699999999999704,327.22999999999985
14:30 - 15:30,334.38,-0.37,4439.0,816458,1.400000000000034,331.0579999999998
08:30 - 09:30,329.49,-4.89,10595.0,1844898,9.549999999999955,331.52599999999984
09:30 - 10:30,329.82,0.33,3777.0,673800,2.5299999999999727,332.19399999999985
10:30 - 11:30,328.13,-1.69,2100.0,382376,2.3899999999999864,331.3139999999998
11:30 - 12:30,327.73,-0.4,2169.0,404922,2.6499999999999773,329.9099999999998
14:30 - 15:30,327.0,-1.03,2775.0,618430,1.25,327.8839999999998
08:30 - 09:30,320.75,-6.25,6881.0,1869688,7.800000000000011,326.4079999999998
09:30 - 10:30,321.98,1.23,3882.0,652727,1.8199999999999932,325.2579999999998
10:30 - 11:30,322.49,0.51,1347.0,192635,1.170000000000016,324.04999999999984
11:30 - 12:30,321.4,-1.09,1308.0,185216,1.4599999999999795,322.7239999999998
14:30 - 15:30,324.2,1.58,3619.0,1143035,1.740000000000009,322.5579999999999
08:30 - 09:30,322.07,-2.13,2670.0,463968,3.430000000000007,322.4739999999998
09:30 - 10:30,323.56,1.49,2054.0,381951,3.169999999999959,322.90599999999984
10:30 - 11:30,326.0,2.44,1640.0,262485,2.6100000000000136,323.6899999999999
11:30 - 12:30,325.56,-0.44,1193.0,180046,1.4700000000000273,324.2779999999999
14:30 - 15:30,327.24,0.01,2408.0,384370,0.38999999999998636,326.5279999999999
